text,labels,tokens
budget airline ryanair order boeing plane deal lead new ryanair job also move ryanair boeing order firm order ryanair said new plane would help cut operating cost reported drop quarterly profit earlier year hit higher fuel cost however reported result airline upbeat despite competition budget airline market ryanair chairman david said unit operating cost reduce air year last five year new order new place ryanair expects unit operating cost fuel continue fall year next five year added end year ryanair taken delivery new plane new order due delivery airline said plane million passenger year making europe largest airline new job created next seven year added order seen good news boeing recent year european plane maker world plane maker,,"['budget', 'airline', 'ryanair', 'order', 'boeing', 'plane', 'deal', 'lead', 'new', 'ryanair', 'job', 'also', 'move', 'ryanair', 'boeing', 'order', 'firm', 'order', 'ryanair', 'said', 'new', 'plane', 'would', 'help', 'cut', 'operating', 'cost', 'reported', 'drop', 'quarterly', 'profit', 'earlier', 'year', 'hit', 'higher', 'fuel', 'cost', 'however', 'reported', 'result', 'airline', 'upbeat', 'despite', 'competition', 'budget', 'airline', 'market', 'ryanair', 'chairman', 'david', 'said', 'unit', 'operating', 'cost', 'reduce', 'air', 'year', 'last', 'five', 'year', 'new', 'order', 'new', 'place', 'ryanair', 'expects', 'unit', 'operating', 'cost', 'fuel', 'continue', 'fall', 'year', 'next', 'five', 'year', 'added', 'end', 'year', 'ryanair', 'taken', 'delivery', 'new', 'plane', 'new', 'order', 'due', 'delivery', 'airline', 'said', 'plane', 'million', 'passenger', 'year', 'making', 'europe', 'largest', 'airline', 'new', 'job', 'created', 'next', 'seven', 'year', 'added', 'order', 'seen', 'good', 'news', 'boeing', 'recent', 'year', 'european', 'plane', 'maker', 'world', 'plane', 'maker']"
parmalat italian company scandal back italian stock exchange july firm gained protection debt euro time higher previously statement wednesday night parmalat finanziaria latest plan relisting group part relisting italian stock exchange debt expected two new euro company plan later year plan likely give parmalat finanziaria debt lower previously receive parmalat main operating company likely see debt receive fall several former top parmalat executive scandal said wednesday night bondi turnaround italian government parmalat chief executive company industry commission bondi positive result industrial debt point solution parmalat group market july italian news agency several saying statement,,"['parmalat', 'italian', 'company', 'scandal', 'back', 'italian', 'stock', 'exchange', 'july', 'firm', 'gained', 'protection', 'debt', 'euro', 'time', 'higher', 'previously', 'statement', 'wednesday', 'night', 'parmalat', 'finanziaria', 'latest', 'plan', 'relisting', 'group', 'part', 'relisting', 'italian', 'stock', 'exchange', 'debt', 'expected', 'two', 'new', 'euro', 'company', 'plan', 'later', 'year', 'plan', 'likely', 'give', 'parmalat', 'finanziaria', 'debt', 'lower', 'previously', 'receive', 'parmalat', 'main', 'operating', 'company', 'likely', 'see', 'debt', 'receive', 'fall', 'several', 'former', 'top', 'parmalat', 'executive', 'scandal', 'said', 'wednesday', 'night', 'bondi', 'turnaround', 'italian', 'government', 'parmalat', 'chief', 'executive', 'company', 'industry', 'commission', 'bondi', 'positive', 'result', 'industrial', 'debt', 'point', 'solution', 'parmalat', 'group', 'market', 'july', 'italian', 'news', 'agency', 'several', 'saying', 'statement']"
four year new mini launched german car maker bmw announced new investment new job created oxford factory including machinery new production result investment could raise output car rise last year demand could help waiting wednesday announcement bmw invested mini production since launch new mini gone strength strength last year almost one six car sold bmw group mini company success brand came despite many industry decision produce new mini well right away said member bmw management initially bmw said would produce mini model year cowley factory oxford target reached raised time time boom continue risk invested brand demand like new said automotive news europe price car also gone launched cheapest mini cost almost new mini one even cooper cost mini launched last spring cost top model even waiting mini cheap either mini one bought model launched still least cheapest model used cooper likely according buying association operates slightly number yet mini cooper car bmw series cowley factory initially far large production plant mini put good use plan new new could plan bmw mini made good much went car maker rover sold five year ago bmw still owned rover oxford factory producing rover year people produced car last year factory almost four time many produced mini factory current output compared main rover factory longbridge produced rover car last year rover people produced car land deal automotive industry saic could help number car produced longbridge mini producing car rover remains ahead even current sale land rover range rover made former rover unit bmw sold taken account,,"['four', 'year', 'new', 'mini', 'launched', 'german', 'car', 'maker', 'bmw', 'announced', 'new', 'investment', 'new', 'job', 'created', 'oxford', 'factory', 'including', 'machinery', 'new', 'production', 'result', 'investment', 'could', 'raise', 'output', 'car', 'rise', 'last', 'year', 'demand', 'could', 'help', 'waiting', 'wednesday', 'announcement', 'bmw', 'invested', 'mini', 'production', 'since', 'launch', 'new', 'mini', 'gone', 'strength', 'strength', 'last', 'year', 'almost', 'one', 'six', 'car', 'sold', 'bmw', 'group', 'mini', 'company', 'success', 'brand', 'came', 'despite', 'many', 'industry', 'decision', 'produce', 'new', 'mini', 'well', 'right', 'away', 'said', 'member', 'bmw', 'management', 'initially', 'bmw', 'said', 'would', 'produce', 'mini', 'model', 'year', 'cowley', 'factory', 'oxford', 'target', 'reached', 'raised', 'time', 'time', 'boom', 'continue', 'risk', 'invested', 'brand', 'demand', 'like', 'new', 'said', 'automotive', 'news', 'europe', 'price', 'car', 'also', 'gone', 'launched', 'cheapest', 'mini', 'cost', 'almost', 'new', 'mini', 'one', 'even', 'cooper', 'cost', 'mini', 'launched', 'last', 'spring', 'cost', 'top', 'model', 'even', 'waiting', 'mini', 'cheap', 'either', 'mini', 'one', 'bought', 'model', 'launched', 'still', 'least', 'cheapest', 'model', 'used', 'cooper', 'likely', 'according', 'buying', 'association', 'operates', 'slightly', 'number', 'yet', 'mini', 'cooper', 'car', 'bmw', 'series', 'cowley', 'factory', 'initially', 'far', 'large', 'production', 'plant', 'mini', 'put', 'good', 'use', 'plan', 'new', 'new', 'could', 'plan', 'bmw', 'mini', 'made', 'good', 'much', 'went', 'car', 'maker', 'rover', 'sold', 'five', 'year', 'ago', 'bmw', 'still', 'owned', 'rover', 'oxford', 'factory', 'producing', 'rover', 'year', 'people', 'produced', 'car', 'last', 'year', 'factory', 'almost', 'four', 'time', 'many', 'produced', 'mini', 'factory', 'current', 'output', 'compared', 'main', 'rover', 'factory', 'longbridge', 'produced', 'rover', 'car', 'last', 'year', 'rover', 'people', 'produced', 'car', 'land', 'deal', 'automotive', 'industry', 'saic', 'could', 'help', 'number', 'car', 'produced', 'longbridge', 'mini', 'producing', 'car', 'rover', 'remains', 'ahead', 'even', 'current', 'sale', 'land', 'rover', 'range', 'rover', 'made', 'former', 'rover', 'unit', 'bmw', 'sold', 'taken', 'account']"
combination bad weather rising cost sluggish european economy hit sale swiss food giant nestle revenue swiss sale ice cream mineral water summer however nestle profit helped strong performance china nestle raise dividend paying back debt nestle said strength swiss dollar business trading europe sale poor summer across affected demand ice cream sale water also fell although good product performed better elsewhere nestle said year north america market term sale growth nestle added performed strongly africa despite impact high oil price nestle total earnings interest past year despite company boost profit well increasing dividend nestle plan buy back worth swiss looking nestle forecast earnings growth although warned trading would remain competitive remains future perrier french mineral water owned nestle perrier level business lead nestle consider selling firm selling perrier still chief executive confirmed thursday,,"['combination', 'bad', 'weather', 'rising', 'cost', 'sluggish', 'european', 'economy', 'hit', 'sale', 'swiss', 'food', 'giant', 'nestle', 'revenue', 'swiss', 'sale', 'ice', 'cream', 'mineral', 'water', 'summer', 'however', 'nestle', 'profit', 'helped', 'strong', 'performance', 'china', 'nestle', 'raise', 'dividend', 'paying', 'back', 'debt', 'nestle', 'said', 'strength', 'swiss', 'dollar', 'business', 'trading', 'europe', 'sale', 'poor', 'summer', 'across', 'affected', 'demand', 'ice', 'cream', 'sale', 'water', 'also', 'fell', 'although', 'good', 'product', 'performed', 'better', 'elsewhere', 'nestle', 'said', 'year', 'north', 'america', 'market', 'term', 'sale', 'growth', 'nestle', 'added', 'performed', 'strongly', 'africa', 'despite', 'impact', 'high', 'oil', 'price', 'nestle', 'total', 'earnings', 'interest', 'past', 'year', 'despite', 'company', 'boost', 'profit', 'well', 'increasing', 'dividend', 'nestle', 'plan', 'buy', 'back', 'worth', 'swiss', 'looking', 'nestle', 'forecast', 'earnings', 'growth', 'although', 'warned', 'trading', 'would', 'remain', 'competitive', 'remains', 'future', 'perrier', 'french', 'mineral', 'water', 'owned', 'nestle', 'perrier', 'level', 'business', 'lead', 'nestle', 'consider', 'selling', 'firm', 'selling', 'perrier', 'still', 'chief', 'executive', 'confirmed', 'thursday']"
ferrari could listed stock market part fiat financial time reported said fiat set business euro fiat ownership considered include ferrari maserati alfa romeo said despite strong sale alfa romeo fiat car business making loss said could announced within day iconic maker could listed separately market fiat owns stake ferrari best one first bought business considered ferrari sell stake italian bank euro sale valued ferrari owns maserati brand euro price would change maserati financial time said fiat may maserati within owned alfa romeo division effort move would help alfa romeo maserati share marketing distribution research development cost maserati ferrari sell car company even fiat italy largest private sector comment reported change fiat recently end general firm agreed pay agreement could buy fiat analyst said reported fiat business,,"['ferrari', 'could', 'listed', 'stock', 'market', 'part', 'fiat', 'financial', 'time', 'reported', 'said', 'fiat', 'set', 'business', 'euro', 'fiat', 'ownership', 'considered', 'include', 'ferrari', 'maserati', 'alfa', 'romeo', 'said', 'despite', 'strong', 'sale', 'alfa', 'romeo', 'fiat', 'car', 'business', 'making', 'loss', 'said', 'could', 'announced', 'within', 'day', 'iconic', 'maker', 'could', 'listed', 'separately', 'market', 'fiat', 'owns', 'stake', 'ferrari', 'best', 'one', 'first', 'bought', 'business', 'considered', 'ferrari', 'sell', 'stake', 'italian', 'bank', 'euro', 'sale', 'valued', 'ferrari', 'owns', 'maserati', 'brand', 'euro', 'price', 'would', 'change', 'maserati', 'financial', 'time', 'said', 'fiat', 'may', 'maserati', 'within', 'owned', 'alfa', 'romeo', 'division', 'effort', 'move', 'would', 'help', 'alfa', 'romeo', 'maserati', 'share', 'marketing', 'distribution', 'research', 'development', 'cost', 'maserati', 'ferrari', 'sell', 'car', 'company', 'even', 'fiat', 'italy', 'largest', 'private', 'sector', 'comment', 'reported', 'change', 'fiat', 'recently', 'end', 'general', 'firm', 'agreed', 'pay', 'agreement', 'could', 'buy', 'fiat', 'analyst', 'said', 'reported', 'fiat', 'business']"
italian prime minister berlusconi plan aimed country economy thursday night action plan development italy meeting trade union berlusconi expected aimed research development spending small firm also focus bankruptcy law slow pace legal system prime minister scheduled start meeting government accused making italy european leading country analyst say staff still difficult hampering development small business result say italy corporate smaller company extra would running larger firm time bankruptcy law make difficult failed company set new business debt hampering italy government say set getting growth going responsibility italy million population according italy business newspaper government focus market research making bankruptcy law slow pace system berlusconi previously promised cut tax euro year effort get people company also promised spending transport health budget deficit italy plan raise much euro including office utility argue far enough could make italy government spending lead job loss tax cut effect country one eurozone economic recent year growth improvement still way time business consumer analyst raised spending account using credit national growth say money could italy economy consumer spending account twothirds italy economy,,"['italian', 'prime', 'minister', 'berlusconi', 'plan', 'aimed', 'country', 'economy', 'thursday', 'night', 'action', 'plan', 'development', 'italy', 'meeting', 'trade', 'union', 'berlusconi', 'expected', 'aimed', 'research', 'development', 'spending', 'small', 'firm', 'also', 'focus', 'bankruptcy', 'law', 'slow', 'pace', 'legal', 'system', 'prime', 'minister', 'scheduled', 'start', 'meeting', 'government', 'accused', 'making', 'italy', 'european', 'leading', 'country', 'analyst', 'say', 'staff', 'still', 'difficult', 'hampering', 'development', 'small', 'business', 'result', 'say', 'italy', 'corporate', 'smaller', 'company', 'extra', 'would', 'running', 'larger', 'firm', 'time', 'bankruptcy', 'law', 'make', 'difficult', 'failed', 'company', 'set', 'new', 'business', 'debt', 'hampering', 'italy', 'government', 'say', 'set', 'getting', 'growth', 'going', 'responsibility', 'italy', 'million', 'population', 'according', 'italy', 'business', 'newspaper', 'government', 'focus', 'market', 'research', 'making', 'bankruptcy', 'law', 'slow', 'pace', 'system', 'berlusconi', 'previously', 'promised', 'cut', 'tax', 'euro', 'year', 'effort', 'get', 'people', 'company', 'also', 'promised', 'spending', 'transport', 'health', 'budget', 'deficit', 'italy', 'plan', 'raise', 'much', 'euro', 'including', 'office', 'utility', 'argue', 'far', 'enough', 'could', 'make', 'italy', 'government', 'spending', 'lead', 'job', 'loss', 'tax', 'cut', 'effect', 'country', 'one', 'eurozone', 'economic', 'recent', 'year', 'growth', 'improvement', 'still', 'way', 'time', 'business', 'consumer', 'analyst', 'raised', 'spending', 'account', 'using', 'credit', 'national', 'growth', 'say', 'money', 'could', 'italy', 'economy', 'consumer', 'spending', 'account', 'twothirds', 'italy', 'economy']"
revenue group reuters slipped mainly due dollar group said company said growth even revenue slipped reuters beat profit forecast rise profit year seen year earlier reuters also beat target cut turnaround plan aimed month december reuters also slow decline underlying revenue cut debt back year earlier news financial data said year well adding expected improvement second quarter year good january sale added planning deliver coming year said expects hit pay cost new london improving competitive product continued strong cost position well chief executive said adding company look recovery growth,,"['revenue', 'group', 'reuters', 'slipped', 'mainly', 'due', 'dollar', 'group', 'said', 'company', 'said', 'growth', 'even', 'revenue', 'slipped', 'reuters', 'beat', 'profit', 'forecast', 'rise', 'profit', 'year', 'seen', 'year', 'earlier', 'reuters', 'also', 'beat', 'target', 'cut', 'turnaround', 'plan', 'aimed', 'month', 'december', 'reuters', 'also', 'slow', 'decline', 'underlying', 'revenue', 'cut', 'debt', 'back', 'year', 'earlier', 'news', 'financial', 'data', 'said', 'year', 'well', 'adding', 'expected', 'improvement', 'second', 'quarter', 'year', 'good', 'january', 'sale', 'added', 'planning', 'deliver', 'coming', 'year', 'said', 'expects', 'hit', 'pay', 'cost', 'new', 'london', 'improving', 'competitive', 'product', 'continued', 'strong', 'cost', 'position', 'well', 'chief', 'executive', 'said', 'adding', 'company', 'look', 'recovery', 'growth']"
south korea hyundai motor announced plan second plant india meet country growing demand car company give investment said new plant would produce car year boost annual production capacity company india car hyundai expects sale india grow expects nearly sale car new plant close existing one south korea top car maker indian market grow year million demand india poor state public transport low level car ownership analyst said show currently eight people per car need production order meet growing demand indian auto market growing every year top chairman said statement said company plan use india europe america company half south market become global top five auto maker,,"['south', 'korea', 'hyundai', 'motor', 'announced', 'plan', 'second', 'plant', 'india', 'meet', 'country', 'growing', 'demand', 'car', 'company', 'give', 'investment', 'said', 'new', 'plant', 'would', 'produce', 'car', 'year', 'boost', 'annual', 'production', 'capacity', 'company', 'india', 'car', 'hyundai', 'expects', 'sale', 'india', 'grow', 'expects', 'nearly', 'sale', 'car', 'new', 'plant', 'close', 'existing', 'one', 'south', 'korea', 'top', 'car', 'maker', 'indian', 'market', 'grow', 'year', 'million', 'demand', 'india', 'poor', 'state', 'public', 'transport', 'low', 'level', 'car', 'ownership', 'analyst', 'said', 'show', 'currently', 'eight', 'people', 'per', 'car', 'need', 'production', 'order', 'meet', 'growing', 'demand', 'indian', 'auto', 'market', 'growing', 'every', 'year', 'top', 'chairman', 'said', 'statement', 'said', 'company', 'plan', 'use', 'india', 'europe', 'america', 'company', 'half', 'south', 'market', 'become', 'global', 'top', 'five', 'auto', 'maker']"
south african government put tax cut increased social spending centre latest budget economic growth country poor finance minister manuel said focus budget tax cut target firm cutting corporate tax offering income tax cut worth rand spending health education rise spending rise spending next three year budget manuel said south african economy average past four year slightly african average predicted south african economy would grow manuel added inflation fell expected remain least helped interest rate lowest level year given corporate tax cut new rand year income tax extra rand social spending met higher fuel tobacco tax budget focus across south africa said manuel said economic improvement position end needed improve job year created south africa since unemployment remains high currently close economist said budget would economic growth see cut company tax good business said,,"['south', 'african', 'government', 'put', 'tax', 'cut', 'increased', 'social', 'spending', 'centre', 'latest', 'budget', 'economic', 'growth', 'country', 'poor', 'finance', 'minister', 'manuel', 'said', 'focus', 'budget', 'tax', 'cut', 'target', 'firm', 'cutting', 'corporate', 'tax', 'offering', 'income', 'tax', 'cut', 'worth', 'rand', 'spending', 'health', 'education', 'rise', 'spending', 'rise', 'spending', 'next', 'three', 'year', 'budget', 'manuel', 'said', 'south', 'african', 'economy', 'average', 'past', 'four', 'year', 'slightly', 'african', 'average', 'predicted', 'south', 'african', 'economy', 'would', 'grow', 'manuel', 'added', 'inflation', 'fell', 'expected', 'remain', 'least', 'helped', 'interest', 'rate', 'lowest', 'level', 'year', 'given', 'corporate', 'tax', 'cut', 'new', 'rand', 'year', 'income', 'tax', 'extra', 'rand', 'social', 'spending', 'met', 'higher', 'fuel', 'tobacco', 'tax', 'budget', 'focus', 'across', 'south', 'africa', 'said', 'manuel', 'said', 'economic', 'improvement', 'position', 'end', 'needed', 'improve', 'job', 'year', 'created', 'south', 'africa', 'since', 'unemployment', 'remains', 'high', 'currently', 'close', 'economist', 'said', 'budget', 'would', 'economic', 'growth', 'see', 'cut', 'company', 'tax', 'good', 'business', 'said']"
bmw forecast sale growth least asia year record sale luxury carmaker saw strong sale three bmw mini asia last year launch three new model company leading carmaker confident series next month bmw sold nearly car asia last year sale rose sale mini model rose also significant increase sale bmw sold iconic model compared previous year german carmaker boost annual sale asia asia consider increase order basis current said bmw group chief executive china remains main bmw sale fell last year however bmw much better year direct investment china pay company began luxury china good year bmw saw revenue core rise,,"['bmw', 'forecast', 'sale', 'growth', 'least', 'asia', 'year', 'record', 'sale', 'luxury', 'carmaker', 'saw', 'strong', 'sale', 'three', 'bmw', 'mini', 'asia', 'last', 'year', 'launch', 'three', 'new', 'model', 'company', 'leading', 'carmaker', 'confident', 'series', 'next', 'month', 'bmw', 'sold', 'nearly', 'car', 'asia', 'last', 'year', 'sale', 'rose', 'sale', 'mini', 'model', 'rose', 'also', 'significant', 'increase', 'sale', 'bmw', 'sold', 'iconic', 'model', 'compared', 'previous', 'year', 'german', 'carmaker', 'boost', 'annual', 'sale', 'asia', 'asia', 'consider', 'increase', 'order', 'basis', 'current', 'said', 'bmw', 'group', 'chief', 'executive', 'china', 'remains', 'main', 'bmw', 'sale', 'fell', 'last', 'year', 'however', 'bmw', 'much', 'better', 'year', 'direct', 'investment', 'china', 'pay', 'company', 'began', 'luxury', 'china', 'good', 'year', 'bmw', 'saw', 'revenue', 'core', 'rise']"
economy probably grew faster rate third quarter reported according bank england deputy rachel lomax private sector business survey stronger economy official estimate lomax said survey show rapid slowdown house price growth pointed mean despite strong economic growth rate probably hold official data come office national ons ons data take publish calling faster delivery data make policy decision recent work bank private sector survey value even ons estimate available lomax said north business club ons due publish second estimate third quarter growth friday mpc overall growth higher third quarter official data currently lomax said bank said successful monetary policy good information rachel lomax late example time weak economic revised year later state economy particularly policy past said improving quality national best way making monetary policy committee mpc right decision said bank england working ons improve quality delivery data house economic committee said mpc held interest rate high given inflation way target slowdown housing market year surge oil price made economic leading outlook year rising oil price significant slowdown housing market bad lomax said mpc well next decade past year decision interest rate made mpc range available every month come lomax economic safety number,,"['economy', 'probably', 'grew', 'faster', 'rate', 'third', 'quarter', 'reported', 'according', 'bank', 'england', 'deputy', 'rachel', 'lomax', 'private', 'sector', 'business', 'survey', 'stronger', 'economy', 'official', 'estimate', 'lomax', 'said', 'survey', 'show', 'rapid', 'slowdown', 'house', 'price', 'growth', 'pointed', 'mean', 'despite', 'strong', 'economic', 'growth', 'rate', 'probably', 'hold', 'official', 'data', 'come', 'office', 'national', 'ons', 'ons', 'data', 'take', 'publish', 'calling', 'faster', 'delivery', 'data', 'make', 'policy', 'decision', 'recent', 'work', 'bank', 'private', 'sector', 'survey', 'value', 'even', 'ons', 'estimate', 'available', 'lomax', 'said', 'north', 'business', 'club', 'ons', 'due', 'publish', 'second', 'estimate', 'third', 'quarter', 'growth', 'friday', 'mpc', 'overall', 'growth', 'higher', 'third', 'quarter', 'official', 'data', 'currently', 'lomax', 'said', 'bank', 'said', 'successful', 'monetary', 'policy', 'good', 'information', 'rachel', 'lomax', 'late', 'example', 'time', 'weak', 'economic', 'revised', 'year', 'later', 'state', 'economy', 'particularly', 'policy', 'past', 'said', 'improving', 'quality', 'national', 'best', 'way', 'making', 'monetary', 'policy', 'committee', 'mpc', 'right', 'decision', 'said', 'bank', 'england', 'working', 'ons', 'improve', 'quality', 'delivery', 'data', 'house', 'economic', 'committee', 'said', 'mpc', 'held', 'interest', 'rate', 'high', 'given', 'inflation', 'way', 'target', 'slowdown', 'housing', 'market', 'year', 'surge', 'oil', 'price', 'made', 'economic', 'leading', 'outlook', 'year', 'rising', 'oil', 'price', 'significant', 'slowdown', 'housing', 'market', 'bad', 'lomax', 'said', 'mpc', 'well', 'next', 'decade', 'past', 'year', 'decision', 'interest', 'rate', 'made', 'mpc', 'range', 'available', 'every', 'month', 'come', 'lomax', 'economic', 'safety', 'number']"
electrolux saw share rise tuesday said would manufacturing lowcost country swedish firm world largest maker home said plant europe north america say would affected intends moving asia eastern europe company two manufacturing make product newton aycliffe newton aycliffe plant could also affected electrolux separate announcement product unit new separate company electrolux subsidiary brand include company said restructuring programme save see half plant country around risk said electrolux chief executive look said swedish union official going end producing,,"['electrolux', 'saw', 'share', 'rise', 'tuesday', 'said', 'would', 'manufacturing', 'lowcost', 'country', 'swedish', 'firm', 'world', 'largest', 'maker', 'home', 'said', 'plant', 'europe', 'north', 'america', 'say', 'would', 'affected', 'intends', 'moving', 'asia', 'eastern', 'europe', 'company', 'two', 'manufacturing', 'make', 'product', 'newton', 'aycliffe', 'newton', 'aycliffe', 'plant', 'could', 'also', 'affected', 'electrolux', 'separate', 'announcement', 'product', 'unit', 'new', 'separate', 'company', 'electrolux', 'subsidiary', 'brand', 'include', 'company', 'said', 'restructuring', 'programme', 'save', 'see', 'half', 'plant', 'country', 'around', 'risk', 'said', 'electrolux', 'chief', 'executive', 'look', 'said', 'swedish', 'union', 'official', 'going', 'end', 'producing']"
former worldcom chief ebbers fraud called company first witness cooper worldcom accounting accounting giant led firm following accounting fraud ebbers fraud prosecution argued ebbers series accounting worldcom revenue meet street earnings estimate cooper business told new york wednesday andersen worldcom accounting early said andersen given light used worldcom said fraud arguing cooper also said shareholder ebbers often passed technical company finance chief prosecution witness former worldcom financial chief sullivan said ebbers accounting firm hit however cooper said sullivan worldcom accounting committee meeting ebbers could face year worldcom bankruptcy protection known mci last week mci agreed deal valued,,"['former', 'worldcom', 'chief', 'ebbers', 'fraud', 'called', 'company', 'first', 'witness', 'cooper', 'worldcom', 'accounting', 'accounting', 'giant', 'led', 'firm', 'following', 'accounting', 'fraud', 'ebbers', 'fraud', 'prosecution', 'argued', 'ebbers', 'series', 'accounting', 'worldcom', 'revenue', 'meet', 'street', 'earnings', 'estimate', 'cooper', 'business', 'told', 'new', 'york', 'wednesday', 'andersen', 'worldcom', 'accounting', 'early', 'said', 'andersen', 'given', 'light', 'used', 'worldcom', 'said', 'fraud', 'arguing', 'cooper', 'also', 'said', 'shareholder', 'ebbers', 'often', 'passed', 'technical', 'company', 'finance', 'chief', 'prosecution', 'witness', 'former', 'worldcom', 'financial', 'chief', 'sullivan', 'said', 'ebbers', 'accounting', 'firm', 'hit', 'however', 'cooper', 'said', 'sullivan', 'worldcom', 'accounting', 'committee', 'meeting', 'ebbers', 'could', 'face', 'year', 'worldcom', 'bankruptcy', 'protection', 'known', 'mci', 'last', 'week', 'mci', 'agreed', 'deal', 'valued']"
another three insurance executive pleaded guilty fraud ongoing investigation industry two executive international group one marsh latest investigation new york general spitzer guilty highest executive guilty tuesday former marsh senior president bewlay one face four year marsh said bewlay company spitzer investigation insurance industry looked whether company fixed price last month marsh agreed pay settle filed spitzer settlement neither,,"['another', 'three', 'insurance', 'executive', 'pleaded', 'guilty', 'fraud', 'ongoing', 'investigation', 'industry', 'two', 'executive', 'international', 'group', 'one', 'marsh', 'latest', 'investigation', 'new', 'york', 'general', 'spitzer', 'guilty', 'highest', 'executive', 'guilty', 'tuesday', 'former', 'marsh', 'senior', 'president', 'bewlay', 'one', 'face', 'four', 'year', 'marsh', 'said', 'bewlay', 'company', 'spitzer', 'investigation', 'insurance', 'industry', 'looked', 'whether', 'company', 'fixed', 'price', 'last', 'month', 'marsh', 'agreed', 'pay', 'settle', 'filed', 'spitzer', 'settlement', 'neither']"
jobless total rose second month december official show number people work rose million last three month even people employment average earnings rose year december november office national ons added meanwhile benefit total fell last month number people work increased million highest since began rising unemployment record number work increase working population fall jobless rate rose previous quarter rate still remains one lowest world compared germany france despite people work manufacturing sector continued last quarter employment sector record low million end last year analyst forecast bank england almost raise rate year told reuters market impact could expected enough rate,,"['jobless', 'total', 'rose', 'second', 'month', 'december', 'official', 'show', 'number', 'people', 'work', 'rose', 'million', 'last', 'three', 'month', 'even', 'people', 'employment', 'average', 'earnings', 'rose', 'year', 'december', 'november', 'office', 'national', 'ons', 'added', 'meanwhile', 'benefit', 'total', 'fell', 'last', 'month', 'number', 'people', 'work', 'increased', 'million', 'highest', 'since', 'began', 'rising', 'unemployment', 'record', 'number', 'work', 'increase', 'working', 'population', 'fall', 'jobless', 'rate', 'rose', 'previous', 'quarter', 'rate', 'still', 'remains', 'one', 'lowest', 'world', 'compared', 'germany', 'france', 'despite', 'people', 'work', 'manufacturing', 'sector', 'continued', 'last', 'quarter', 'employment', 'sector', 'record', 'low', 'million', 'end', 'last', 'year', 'analyst', 'forecast', 'bank', 'england', 'almost', 'raise', 'rate', 'year', 'told', 'reuters', 'market', 'impact', 'could', 'expected', 'enough', 'rate']"
share multiplex group new wembley stadium fell much said would make money project australian firm said would break even australian rise cost work profit would legal case change steel contractor added cut profit wembley another project news firm share fell four month low close decline came despite multiplex reporting rise pretax profit profit forecast increased cost wembley separate development london saw multiplex division report profit firm said result stressed also include city london strongly profit wembley firm steel contractor due legal dispute multiplex legal claim claim could take two year multiplex claim level needed break even position said expected profit possible future claim wembley stadium due january open cup final analyst back profit big wembley project short period management told reuters,,"['share', 'multiplex', 'group', 'new', 'wembley', 'stadium', 'fell', 'much', 'said', 'would', 'make', 'money', 'project', 'australian', 'firm', 'said', 'would', 'break', 'even', 'australian', 'rise', 'cost', 'work', 'profit', 'would', 'legal', 'case', 'change', 'steel', 'contractor', 'added', 'cut', 'profit', 'wembley', 'another', 'project', 'news', 'firm', 'share', 'fell', 'four', 'month', 'low', 'close', 'decline', 'came', 'despite', 'multiplex', 'reporting', 'rise', 'pretax', 'profit', 'profit', 'forecast', 'increased', 'cost', 'wembley', 'separate', 'development', 'london', 'saw', 'multiplex', 'division', 'report', 'profit', 'firm', 'said', 'result', 'stressed', 'also', 'include', 'city', 'london', 'strongly', 'profit', 'wembley', 'firm', 'steel', 'contractor', 'due', 'legal', 'dispute', 'multiplex', 'legal', 'claim', 'claim', 'could', 'take', 'two', 'year', 'multiplex', 'claim', 'level', 'needed', 'break', 'even', 'position', 'said', 'expected', 'profit', 'possible', 'future', 'claim', 'wembley', 'stadium', 'due', 'january', 'open', 'cup', 'final', 'analyst', 'back', 'profit', 'big', 'wembley', 'project', 'short', 'period', 'management', 'told', 'reuters']"
